Index,Record,Filename,Name,URL,Group,Library,Calcite,Chlorite,Dolomite,Goethite,Gypsum,Hematite,Illite+Muscovite,Kaolinite,Montmorillonite,Vermiculite,Iron Oxide,Clay,Carbonate,Sulfate,Sulfide,Artifical Materials,Vegetation,Coating,Biotite,Status_vs_527,T6_Filename,T6_Record,T6_Materials,T6_IDConfidence,NeedsSignoff,MappingNotes
144,60,group.2um/sioh_hydrated_basaltic_glass,HyBasaltGlassMLUT03-9CMarP&T,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,,,,,,,identical,group.2um/sioh_hydrated_basaltic_glass,60,hydrated_basaltic_glass,8,no,
145,66,group.2um/sulfate_kieserite,Kieserite Batch4 GDS671,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,-1,,,,,,identical,group.2um/sulfate_kieserite,66,kieserite,8,no,
146,150,group.2um/sulfate_szomolnokite,Szomolnokite NMNH104303 UT,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,-1,,,,,,identical,group.2um/sulfate_szomolnokite,150,szomolnokite,8,no,
147,192,group.2um/sulfate_szomolnokite_heated,Szomolnokite GDS874 Heat275C,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,-1,,,,,,identical,group.2um/sulfate_szomolnokite_heated,192,szomolnokite,8,no,
148,96,group.2um/perchlorate_mg,Perchlorate_Mg GDS851.2 220K,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,,,,,,,identical,group.2um/perchlorate_mg,96,perchlorate,8,no,
149,144,group.2um/perchlorate_na,Perchlorate_Na GDS857 230C r06crj3a=_,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,,,,,,,identical,group.2um/perchlorate_na,144,perchlorate,8,no,
150,5466,group.2um/smectite_beidellite_gds123,Beidellite+Montmor GDS123 =b,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Beidellite+Montmor_GDS123_ASDFRb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,-1,identical,group.2um/smectite_beidellite_gds123,5466,beidellite,8,no,
151,5478,group.2um/smectite_beidellite_gds124,Beidellite+Montmor GDS124 =b,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Beidellite_GDS124_ASDFRb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,-1,identical,group.2um/smectite_beidellite_gds124,5478,beidellite+montmorillonite,7,no,
152,990,group.2um/sioh_chalcedony,Chalcedony CU91-6A W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chalcedony_CU91-6A_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/sioh_chalcedony,990,chalcedony,7,no,
153,1488,group.2um/hydroxide_diaspore,Diaspore HS416.3B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Diaspore_HS416.3B_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/hydroxide_diaspore,1488,diaspore,1,no,
154,4188,group.2um/pyrophyllite,Pyrophyllite PYS1A fine gr W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Pyrophyllite_PYS1A_gt250um_ASDNGa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/pyrophyllite,4188,pyrophyllite,9,no,
155,6054,group.2um/kaol.75+pyroph.25,Pyrophyl.25+wxlKaol.75 AMX17,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Pyrophyl.25+wxlKaol.75_AMX17_BECKb_AREF.html,2,splib06,,,,,,,,0.73,,,,,,,,,,,,identical,group.2um/kaol.75+pyroph.25,6054,kaolinite_wxl+pyrophyllite,9,no,
156,6060,group.2um/pyroph.5+mont0.5,Pyrophyl.50+Ca-Mont.50 AMX16 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Pyrophyl.50+Ca-Mont.50_AMX16_BECKa_AREF.html,2,splib06,,,,,,,,,0.42,,,,,,,,,,,identical,group.2um/pyroph.5+mont0.5,6060,pyrophyllite+montmorillonite,8,no,
157,5358,group.2um/pyroph.5+alunit.5,Alun366+.50PyroPYS1A GDS222 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alun366+.50PyroPYS1A_GDS222_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,,identical,group.2um/pyroph.5+alunit.5,5358,alunite_hydrothermal+pyrophyllite,8,no,
158,5370,group.2um/alunite+pyrophyl,Alunite+Pyrophyl SD1093A W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite+Pyrophyl_SD1093A_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,,identical,group.2um/alunite+pyrophyl,5370,alunite_hydrothermal+pyrophyllite,8,no,
159,6048,group.2um/pyroph+tr.musc,Pyrophyl+Muscovite JH_PYRM1 W1R1Fb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Pyrophyl+Muscovite_JH_PYRM1_ASDFRb_AREF.html,2,splib06,,,,,,,0.04,,,,,,,,,,,,,identical,group.2um/pyroph+tr.musc,6048,pyrophyllite+muscovite,8,no,
160,5988,group.2um/musc+pyroph,Muscovite+Pyrophyl JH_PYRP1 W1R1Fb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Muscovite+Pyrophyl_JH_PYRP1_ASDFRb_AREF.html,2,splib06,,,,,,,0.15,,,,,,,,,,,,,identical,group.2um/musc+pyroph,5988,muscovite+pyrophyllite,8,no,
161,5352,group.2um/alunite+musc+pyroph,Alun0.3+Musc0.4+Pyro0.3 AMX1 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alun0.3+Musc0.4+Pyro0.3_AMX1_BECKa_AREF.html,2,splib06,,,,,,,0.4,,,,,,,,,,,,,identical,group.2um/alunite+musc+pyroph,5352,alunite_hydrothermal+muscovite+pyrophyllite,7,no,
162,5406,group.2um/alunite.5+kaol.5,Alunite0.5+Kaol_KGa-1 AMX3 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite0.5+Kaol_KGa-1_AMX3_BECKb_AREF.html,2,splib06,,,,,,,,0.475,,,,,,,,,,,,identical,group.2um/alunite.5+kaol.5,5406,alunite_hydrothermal+kaolinite,8,no,
163,5910,group.2um/kaol.75+alun.25,Kaolwxl.75+Alun_HS295 AMX14 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaolwxl.75+Alun_HS295_AMX14_BECKb_AREF.html,2,splib06,,,,,,,,0.73,,,,,,,,,,,,identical,group.2um/kaol.75+alun.25,5910,kaolinite+alunite_hydrothermal,8,no,
164,5820,group.2um/Kalun+kaol.intmx,Kalun+kaol+gth mv2-ar3 W1R1Fb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kalun+kaol+gth_mv2-ar3_ASDFRb_AREF.html,2,splib06,,,,,,,,0.4,,,,,,,,,,,,identical,group.2um/Kalun+kaol.intmx,5820,kaolinite+alunite_hydrothermal,8,no,
165,5364,group.2um/Na-alun+kaol.intmx,Alun_Na+Kaol+Hemat MV00-11a W1R1Fc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alun_Na+Kaol+Hemat_MV00-11a_ASDFRc_AREF.html,2,splib06,,,,,,,,0.32,,,,,,,,,,,,identical,group.2um/Na-alun+kaol.intmx,5364,kaolinite+alunite_hydrothermal,9,no,
166,5832,group.2um/kaolin.5+muscov.medAl,Kaol.5+MuscCU91-250A AMX13 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaol.5+MuscCU91-250A_AMX13_BECKb_AREF.html,2,splib06,,,,,,,0.295,0.485,,,,,,,,,,,,identical,group.2um/kaolin.5+muscov.medAl,5832,kaolinite+muscovite,9,no,
167,5838,group.2um/kaolin.5+muscov.medhighAl,Kaol_Wxl+0.5Musc_Ruby AMX12 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaol_Wxl+0.5Musc_Ruby_AMX12_BECKa_AREF.html,2,splib06,,,,,,,0.5,0.485,,,,,,,,,,,,identical,group.2um/kaolin.5+muscov.medhighAl,5838,kaolinite_wxl+muscovite,9,no,
168,870,group.2um/kaolin+musc.intimat,Kaol+Musc_intimate CU93-5C W1R1Ha AREF,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaol+Muscov_intimate_CU93-5C_ASDNGa_AREF.html,2,sprlb06,,,,,,,0.1,0.485,,,,,,,,,,,,identical,group.2um/kaolin+musc.intimat,870,kaolinite+muscovite,9,no,
169,876,group.2um/musc+jarosite.intimat,Muscov+Jaros CU93-314 coatng W1R1Hb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Muscov+Jaros_CU93-314_coatng_ASDNGb_AREF.html,2,sprlb06,,,,,,,0.27,,,,,,,,,,,,,diverged,group.2um/musc+jarosite.intimat,876,muscovite+jarosite,8,YES,diagnostic feature definition changed
170,5748,group.2um/sulfate-mix_gypsum+jar+illite.intmix,Gyp+jar+ill BRCM1 Marysvale W1R1Fb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Gyp+jar+ill_BRCM1_Marysvale_ASDFRb_AREF.html,2,splib06,,,,,0.33,,0.33,,,,,,,,,,,,,diverged,group.2um/sulfate-mix_gypsum+jar+illite.intmix,5748,gypsum+jarosite+illite,7,YES,diagnostic feature definition changed
171,5766,group.2um/sulfate-mix_gyp+jar+musc.amix,Gyp.5+Kjar.3+hAlmsc.2 AMX24 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Gyp.5+Kjar.3+hAlmsc.2_AMX24_BECKa_AREF.html,2,splib06,,,,,0.497,,0.2,,,,,,,,,,,,,identical,group.2um/sulfate-mix_gyp+jar+musc.amix,5766,gypsum+jarosite+muscovite,7,no,
172,5760,group.2um/sulfate-mix_gyp+jar+musc+dick.amix,Gyp.4+jr20+msc.2+dic.2 AMX23 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Gyp.4+jr20+msc.2+dic.2_AMX23_BECKa_AREF.html,2,splib06,,,,,0.398,,0.2,,,,,,,,,,,,,identical,group.2um/sulfate-mix_gyp+jar+musc+dick.amix,5760,gypsum+jarosite+muscovite+dickite,7,no,
173,5754,group.2um/musc+gyp+jar+dick.amix,Gyp.3+jr.1+msc.4+dic.2 AMX22 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Gyp.3+jr.1+msc.4+dic.2_AMX22_BECKa_AREF.html,2,splib06,,,,,0.298,,0.4,,,,,,,,,,,,,identical,group.2um/musc+gyp+jar+dick.amix,5754,muscovite+gypsum+jarosite+dickite,7,no,
174,5670,group.2um/dick+musc+gyp+jar.amix,Dic.4+msc.3+gyp.2+jr.1 AMX20 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Dic.4+msc.3+gyp.2+jr.1_AMX20_BECKa_AREF.html,2,splib06,,,,,0.199,,0.3,,,,,,,,,,,,,identical,group.2um/dick+musc+gyp+jar.amix,5670,dickite+muscovite+gypsum+jarosite,7,no,
175,5388,group.2um/alunite.5+musc.5,Alunite.5+MuscCU91-250A AMX4 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite.5+MuscCU91-250A_AMX4_BECKa_AREF.html,2,splib06,,,,,,,0.295,,,,,,,,,,,,,identical,group.2um/alunite.5+musc.5,5388,alunite+muscovite,8,no,
176,5346,group.2um/alunite.33+kaol.33+musc.33,Alun.33+Kaol.33+Musc.33 AMX2 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alun.33+Kaol.33+Musc.33_AMX2_BECKa_AREF.html,2,splib06,,,,,,,0.195,0.313,,,,,,,,,,,,identical,group.2um/alunite.33+kaol.33+musc.33,5346,alunite+kaolinite+muscovite,9,no,
177,5982,group.2um/muscovite+chlorite,Muscovite+Chlorite CU91-253D W2R4Na,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Muscovite+Chlorite_CU91-253D_NIC4a_RREF.html,2,splib06,,0.03,,,,,0.53,,,,,,,,,,,,,identical,group.2um/muscovite+chlorite,5982,muscovite+chlorite,7,no,
178,786,group.2um/smectite_ammonillsmec,Ammonio-Illite/Smectit GDS87 W1R1Hb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Ammonio-Illite-Smect_GDS87_BECKb_AREF.html,2,sprlb06,,,,,,,0.5,,,,,,,,,,,,,identical,group.2um/smectite_ammonillsmec,786,ammonillsmectite,8,no,
179,846,group.2um/feldspar_buddingtonite_ammonium,Buddingtonite GDS85 D-206 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Buddingtonite_GDS85_D-206_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/feldspar_buddingtonite_ammonium,846,buddingtonite,8,no,
180,5502,group.2um/feldspar_buddington.namont,Buddingtnt+Na-Mont CU93-260B W2R4Nb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Buddingtnt+Na-Mont_CU93-260B_NIC4b_RREF.html,2,splib06,,,,,,,,,0.1,,,,,,,,,,,identical,group.2um/feldspar_buddington.namont,5502,buddingtonite+montmorillonite,8,no,
181,5502,group.2um/feldspar_buddington.namont2,Buddingtnt+Na-Mont CU93-260B W2R4Nb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Buddingtnt+Na-Mont_CU93-260B_NIC4b_RREF.html,2,splib06,,,,,,,,,0.1,,,,,,,,,,,identical,group.2um/feldspar_buddington.namont2,5502,buddingtonite+montmorillonite,8,no,
182,5436,group.2um/sulfate_ammonalunite,Alunite_NH4+Jaro NMNH145596A W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_NH4+Jaro_NMNH145596A_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,,identical,group.2um/sulfate_ammonalunite,5436,ammonioalunite,9,no,
183,390,group.2um/sulfate_ammonjarosite,Ammonio-Jarosite SCR-NHJ W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Ammonio-Jarosite_SCF-NHJ_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,,identical,group.2um/sulfate_ammonjarosite,390,ammoniojarosite,9,no,
184,612,group.2um/carbonate_dolomite,Dolomite HS102.3B W1R1Hb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Dolomite_HS102.3B_ASDNGb_AREF.html,2,sprlb06,,,0.996,,,,,,,,,,,,,,,,,identical,group.2um/carbonate_dolomite,612,dolomite,9,no,
185,72,group.2um/actinolite,Actinolite NMNHR16485 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Actinolite_NMNHR16485_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/actinolite,72,actinolite,8,no,
186,402,group.2um/amphibole,Amphibole NMNH78662 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Amphibole_NMNH78662_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/amphibole,402,amphibole,8,no,
187,774,group.2um/micagrp_biotite,Biotite HS28.3B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Biotite_HS28.3B_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,-1,identical,group.2um/micagrp_biotite,774,biotite,8,no,
188,912,group.2um/micagrp_biotite-phlogopite,Biotite-phlogopite P23-5 Sam W1R1H_,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,,,,,,-1,identical,group.2um/micagrp_biotite-phlogopite,912,biotite+phlogopite,8,no,
189,5664,group.2um/chlorite-skarn,Chlorite_Serpentine BR93-22B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chlorite_Serpentine_BR93-22B_BECKb_AREF.html,2,splib06,,0.61,,,,,,,,,,,,,,,,,,identical,group.2um/chlorite-skarn,5664,chlorite,8,no,
190,1080,group.2um/chlorite,Chlorite SMR-13.b 60-104um W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chlorite_SMR-13.b_60-104um_BECKa_AREF.html,2,splib06,,1,,,,,,,,,,,,,,,,,,identical,group.2um/chlorite,1080,chlorite,8,no,
191,252,group.2um/prehnite+.50chlorite,Prehnite+.50Chlorite AMIX,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,0.5,,,,,,,,,,,,,,,,,,identical,group.2um/prehnite+.50chlorite,252,prehnite+chlorite,8,no,
192,258,group.2um/prehnite+.67chlorite,Prehnite+.67Chlorite AMIX,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,0.67,,,,,,,,,,,,,,,,,,identical,group.2um/prehnite+.67chlorite,258,prehnite+chlorite,8,no,
193,264,group.2um/prehnite+.75chlorite,Prehnite+.75Chlorite AMIX,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,0.75,,,,,,,,,,,,,,,,,,identical,group.2um/prehnite+.75chlorite,264,prehnite+chlorite,8,no,
194,276,group.2um/carbonate_aragonite,Aragonite GDS898 Moracco,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,-1,,,,,,,identical,group.2um/carbonate_aragonite,276,aragonite,8,no,
195,660,group.2um/chlorite_clinochlore,Clinochlore GDS158 Flagst W1R1Hb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Clinochlore_GDS158_Flagstaff_ASDNGb_AREF.html,2,sprlb06,,1,,,,,,,,,,,,,,,,,,identical,group.2um/chlorite_clinochlore,660,clinochlore,8,no,
196,1212,group.2um/chlorite_clinochlore.nmnh83369,Clinochlore NMNH83369 =bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Clinochlore_NMNH83369_BECKb_AREF.html,2,splib06,,1,,,,,,,,,,,,,,,,,,identical,group.2um/chlorite_clinochlore.nmnh83369,1212,clinochlore,8,no,
197,648,group.2um/chlorite_clinochlore.fe.gds157,Clinochlore_Fe GDS157.b W1R1Ha,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Clinochlore_Fe_GDS157.b_ASDFRa_AREF.html,2,sprlb06,,1,,,,,,,,,,,,,,,,,,identical,group.2um/chlorite_clinochlore.fe.gds157,648,clinochlore,8,no,
198,1260,group.2um/chlorite_clinochlore.fe.sc-cca-1,Clinochlore_Fe SC-CCa-1.b =aa_,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Clinochlore_Fe_SC-CCa-1.b_BECKa_AREF.html,2,splib06,,1,,,,,,,,,,,,,,,,,,identical,group.2um/chlorite_clinochlore.fe.sc-cca-1,1260,clinochlore,8,no,
199,1338,group.2um/chlorite_cookeite-car-1.a,Cookeite CAr-1.a 104-150um =bb_,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Cookeite_CAr-1.a_104-150um_BECKb_AREF.html,2,splib06,,0.94,,,,,,,,,,,,,,,,,,identical,group.2um/chlorite_cookeite-car-1.a,1338,cookeite,8,no,
200,1368,group.2um/chlorite_cookeite-car-1.c,Cookeite CAr-1.c <30um =cc_,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Cookeite_CAr-1.c_lt30um_BECKb_AREF.html,2,splib06,,0.81,,,,,,,,,,,,,,,,,,identical,group.2um/chlorite_cookeite-car-1.c,1368,cookeite,8,no,
201,4872,group.2um/chlorite_thuringite,Thuringite SMR-15.b 32um W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Thuringite_SMR-15.b_80um_BECKa_AREF.html,2,splib06,,1,,,,,,,,,,,,,,,,,,identical,group.2um/chlorite_thuringite,4872,thuringite,8,no,
202,1668,group.2um/epidote,Epidote GDS26.a 75-200um W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Epidote_GDS26.a_75-200um_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/epidote,1668,epidote,9,no,
203,2274,group.2um/hornblende,Hornblende_Fe HS115.3B W1R1Bc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Hornblende_Fe_HS115.3B_BECKc_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/hornblende,2274,hornblende,8,no,
204,2538,group.2um/sulfate_jarosite-Na,Jarosite GDS24 Na W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Jarosite_GDS24_Na_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,,identical,group.2um/sulfate_jarosite-Na,2538,jarosite,9,no,
205,2568,group.2um/sulfate_jarosite-K,Jarosite GDS99 K 200C Syn W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Jarosite_GDS99_K_200C_Syn_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,,identical,group.2um/sulfate_jarosite-K,2568,jarosite,9,no,
206,2604,group.2um/sulfate_jarosite-lowT,Jarosite SJ-1 H3O 10-20% W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Jarosite_SJ-1_H3O_10-20percent_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,,identical,group.2um/sulfate_jarosite-lowT,2604,jarosite,9,no,
207,3930,group.2um/phlogopite,Phlogopite HS23.3B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Phlogopite_HS23.3B_BECKa_AREF.html,2,splib06,,,,,,,-1,,,,,,,,,,,,,identical,group.2um/phlogopite,3930,phlogopite,8,no,
208,5142,group.2um/tremolite.or.talc,Tremolite HS18.3 W1R1Bc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Tremolite_HS18.3_BECKc_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/tremolite.or.talc,5142,tremolite_or_talc,8,no,
209,4800,group.2um/talc.crsgrnd,Talc GDS23 74-250um fr W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Talc_GDS23_ASDNGa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/talc.crsgrnd,4800,talc,8,no,
210,4830,group.2um/talc.fngrnd,Talc WS659 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Talc_WS659_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,,identical,group.2um/talc.fngrnd,4830,talc,8,no,
211,5538,group.2um/talc+calcite.parkcity,Calcite+Talc PC99-1G W1R1Fc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite+Talc_PC99-1G_ASDFRc_AREF.html,2,splib06,0.5,,,,,,,,,,,,,,,,,,,identical,group.2um/talc+calcite.parkcity,5538,talc+calcite,7,no,
212,5682,group.2um/talc+carbonate.parkcity,Dolomit+Calcite+Talc PC99-1E W1R1Fc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Dolomit+Calcite+Talc_PC99-1E_ASDFRc_AREF.html,2,splib06,0.33,,0.33,,,,,,,,,,,,,,,,,identical,group.2um/talc+carbonate.parkcity,5682,dolomite+calcite+talc,7,no,
213,5568,group.2um/carbonate_calcite+0.2Ca-mont,Calcite.8+Ca-Montmor.2 AMX15 W1R1BbS,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.8+Ca-Montmor.2_AMX15_BECKb_AREF.html,2,splib06,0.796,,,,,,,,0.17,,,,,,,,,,,identical,group.2um/carbonate_calcite+0.2Ca-mont,5568,calcite+montmorillonite,8,no,
214,5922,group.2um/carbonate_magnesite,Magnesite+Hydroma HS47.3B W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Magnesite+Hydromag_HS47.3B_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,-1,,,,,,,identical,group.2um/carbonate_magnesite,5922,magnesite+hydromagnesite,7,no,
215,666,group.2um/carbonate_calcite,Calcite WS272 W1R1Ha,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite_WS272_ASDNGa_AREF.html,2,sprlb06,0.995,,,,,,,,,,,,,,,,,,,identical,group.2um/carbonate_calcite,666,calcite,8,no,
216,5532,group.2um/carbonate_calcite+dolomite.5,Calcite+Dolomite.5 AMX8 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.5+Dolomite.5_AMX8_BECKb_AREF.html,2,splib06,0.497,,0.498,,,,,,,,,,,,,,,,,identical,group.2um/carbonate_calcite+dolomite.5,5532,calcite+dolomite,8,no,
217,5694,group.2um/carbonate_dolo+.5ca-mont,Dolomite.50+Ca-Montmor AMX10 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Dolomite.5+Ca-Mont.5_AMX10_BECKb_AREF.html,2,splib06,,,0.5,,,,,,0.42,,,,,,,,,,,identical,group.2um/carbonate_dolo+.5ca-mont,5694,dolomite+montmorillonite,8,no,
218,5514,group.2um/calcite.25+dolom.25+Na-mont.5,Calc.25+dolo.25+mont.5 AMX18 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calc.25+Dolo.25+Na-Mon_AMX18_BECKb_AREF.html,2,splib06,0.249,,0.249,,,,,,0.42,,,,,,,,,,,identical,group.2um/calcite.25+dolom.25+Na-mont.5,5514,calcite+dolomite+montmorillonite,7,no,
219,5508,group.2um/carbonate_calcite.25+dolom.25+Ca-mont.5,Calc.25+Dolo.25+Ca-Mon AMX7 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calc.25+Dolo.25+Ca-Mont_AMX7_BECKb_AREF.html,2,splib06,0.249,,0.249,,,,,,0.42,,,,,,,,,,,identical,group.2um/carbonate_calcite.25+dolom.25+Ca-mont.5,5508,calcite+dolomite+montmorillonite,7,no,
220,4560,group.2um/carbonate_siderite,Siderite HS271.3B W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Siderite_HS271.3B_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,-1,,,,,,,diverged,group.2um/carbonate_siderite,4560,siderite,7,YES,diagnostic feature definition changed
221,3558,group.2um/smectite_nontronite_swelling,Nontronite NG-1.a W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Nontronite_NG-1.a_BECKb_AREF.html,2,splib06,,,,,,,,,-1,,,,,,,,,,,diverged,group.2um/smectite_nontronite_swelling,3558,nontronite,8,YES,diagnostic feature definition changed
222,696,group.2um/clay_hectorite,Hectorite SHCa-1.Ac-B W1R1Hb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Hectorite_SHCa-1.Ac-B_BECKb_AREF.html,2,sprlb06,,,,,,,,,-1,,,,,,,,,,,diverged,group.2um/clay_hectorite,696,hectorite,8,YES,diagnostic feature definition changed
223,702,group.2um/saponite.or.talc,Saponite SapCa-1.AcB W1R1Hb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Saponite_SapCa-1.AcB_BECKb_AREF.html,2,sprlb06,,,,,,,,,-1,,,,,,,,,,,diverged,group.2um/saponite.or.talc,702,saponite,8,YES,diagnostic feature definition changed
224,690,group.2um/sepiolite,Sepiolite SepNev-1.AcB W1R1Ha,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Sepiolite_SepNev-1.AcB_BECKa_AREF.html,2,sprlb06,,,,,,,,,,,,,,,,,,,,diverged,group.2um/sepiolite,690,sepiolite,8,YES,diagnostic feature definition changed
225,5574,group.2um/calcite+0.2Na-mont,Calcite.80+Mont_Swy-1 GDS212 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Calcite.80+Mont_Swy-1_GDS212_BECKa_AREF.html,2,splib06,0.796,,,,,,,,0.17,,,,,,,,,,,identical,group.2um/calcite+0.2Na-mont,5574,calcite+montmorillonite,9,no,
